"민방위대피시설명",민방위대피시설구분,소재지도로명주소,소재지지번주소,위도,경도,민방위대피시설면적,대피가능인원수,개방여부,평시활용유형,관리기관전화번호,관리기관명,데이터기준일자
GS아파트,공공용,"경기도 남양주시 홍유릉로248번길 51 (금곡동, LG아파트)",경기도 남양주시 금곡동 603,37.62797596,127.2023102,21639,26229,Y,지하주차장,,경기도 남양주시,2021-03-08
"한화꿈에그린아파트",공공용,경기도 남양주시 다산지금로16번길 56,경기도 남양주시 다산동 3718,37.607116184,127.167929407,25026,30335,Y,지하주차장,,경기도 남양주시,2021-03-08
"휴먼시아아파트 1단지",공공용,경기도 남양주시 가운로2길 28 (가운동),경기도 남양주시 다산동 669,37.60308318,127.1548835,16846,20419,Y,지하주차장,,경기도 남양주시,2021-03-08
"휴먼시아아파트 3단지",공공용,경기도 남양주시 가운로2길 43 (가운동),경기도 남양주시 다산동 674,37.60236785,127.1562047,4206,5098,Y,지하주차장,,경기도 남양주시,2021-03-08
"휴먼시아아파트 6단지",공공용,경기도 남양주시 가운로2길 79 (가운동),경기도 남양주시 다산동 682,37.598298,127.1585923,6713,8137,Y,지하주차장,,경기도 남양주시,2021-03-08
"도농동 남양아이 아파트",공공용,경기도 남양주시 미금로57번길 20 (도농동),경기도 남양주시 다산동 4432,37.60856232,127.1512391,14883,18040,Y,지하주차장,,경기도 남양주시,2021-03-08
"도농동 롯데아파트",공공용,"경기도 남양주시 미금로 24 (도농동, 롯데아파트)",경기도 남양주시 다산동 4433,37.60733412,127.1534473,24873,30149,Y,지하주차장,,경기도 남양주시,2021-03-08
"부영그린타운아파트",공공용,"경기도 남양주시 도농로 34 (도농동, 부영아파트)",경기도 남양주시 다산동 4002-1,37.61102092,127.1562274,65480,79370,Y,지하주차장,,경기도 남양주시,2021-03-08
"남양주별내더샵아파트",공공용,"경기도 남양주시 별내3로 115 (별내동, 남양주별내더샵아파트)",경기도 남양주시 별내동 922,37.6499484,127.1248839,40012,48499,Y,지하주차장,,경기도 남양주시,2021-03-08
"쌍용예가아파트",공공용,"경기도 남양주시 별내3로 63 (별내동, 쌍용예가아파트)",경기도 남양주시 별내동 1056,37.64658219,127.1180116,37823,45846,Y,지하주차장,,경기도 남양주시,2021-03-08
"신일유토빌아파트",공공용,"경기도 남양주시 별내4로 63 (별내동, 신일유토빌아파트)",경기도 남양주시 별내동 1050,37.6485486,127.1157258,28019,33962,Y,지하주차장,,경기도 남양주시,2021-03-08
"대원칸타빌아파트",공공용,"경기도 남양주시 순화궁로 384 (별내동, 대원칸타빌아파트)",경기도 남양주시 별내동 900,37.66111392,127.1243586,28021,33965,Y,지하주차장,,경기도 남양주시,2021-03-08
"아이파크아파트",공공용,"경기도 남양주시 별내3로 285 (별내동, 아이파크아파트)",경기도 남양주시 별내동 854,37.66321442,127.117911,35730,43309,Y,지하주차장,,경기도 남양주시,2021-03-08
"한화꿈에그린아파트",공공용,"경기도 남양주시 별내4로 8 (별내동, 한화꿈에그린아파트)",경기도 남양주시 별내동 1041,37.64382129,127.1146443,26474,32090,Y,지하주차장,,경기도 남양주시,2021-03-08
"신안인스빌아파트",공공용,"경기도 남양주시 순화궁로 18 (별내동, 신안인스빌아파트)",경기도 남양주시 별내동 1047,37.64826591,127.1136449,30032,36402,Y,지하주차장,,경기도 남양주시,2021-03-08
"동익미라벨아파트",공공용,"경기도 남양주시 별내중앙로 83 (별내동, 동익미라벨아파트)",경기도 남양주시 별내동 1058,37.649873,127.1201563,31953,38731,Y,지하주차장,,경기도 남양주시,2021-03-08
"별내스위첸아파트",공공용,"경기도 남양주시 별내5로 81 (별내동, 별내스위첸아파트)",경기도 남양주시 별내동 1072,37.65743123,127.1167958,39611,48013,Y,지하주차장,,경기도 남양주시,2021-03-08
"별내하우스토리아파트",공공용,"경기도 남양주시 송산로307번길 16 (별내동, 별내하우스토리아파트)",경기도 남양주시 별내동 872,37.66859065,127.1322781,59477,72093,Y,지하주차장,,경기도 남양주시,2021-03-08
"유승한내들아파트",공공용,"경기도 남양주시 불암로 337 (별내동, 유승한내들 이든힐즈)",경기도 남양주시 별내동 869,37.66483174,127.1290435,21154,25641,Y,지하주차장,,경기도 남양주시,2021-03-08
"별사랑마을모아미래도아파트",공공용,"경기도 남양주시 불암로 336 (별내동, 별사랑마을 모아미래도 아파트)",경기도 남양주시 별내동 899,37.66166993,127.1267985,21927,26578,Y,지하주차장,,경기도 남양주시,2021-03-08
"별빛마을LH3단지아파트",공공용,"경기도 남양주시 별내5로 22 (별내동, 별빛마을3단지)",경기도 남양주시 별내동 1049,37.64947241,127.1144898,41670,50509,Y,지하주차장,,경기도 남양주시,2021-03-08
"별가람마을LH1-4단지아파트",공공용,"경기도 남양주시 덕송3로 7 (별내동, 별가람마을LH1-4단지아파트)",경기도 남양주시 별내동 808,37.66785837,127.1120608,30702,37215,Y,지하주차장,,경기도 남양주시,2021-03-08
"별가람마을LH1-3단지아파트",공공용,"경기도 남양주시 덕송3로 12 (별내동, 별가람마을LH1-3단지아파트)",경기도 남양주시 별내동 807,37.66860599,127.1141384,11551,14001,Y,지하주차장,,경기도 남양주시,2021-03-08
"미리내마을4-4단지아파트",공공용,"경기도 남양주시 별내3로 23 (별내동, 미리내마을 4-4단지)",경기도 남양주시 별내동 1037,37.64480217,127.1176916,16000,19394,Y,지하주차장,,경기도 남양주시,2021-03-08
